guarde,guarded
68698717725522652570842874573303985974,6869871772552265257084287457330398597442
puffe,puffed
66124027875,6612402787588310102149528460080480502804
405255265977692207780664433,4052552659776922077806644338105562443538
5616573018540492,5616573018540492174771620516784865079135
8095562126459279,8095562126459279533369063193659441326111
puffi,puffing
374205497856659895469089938558918441085,3742054978566598954690899385589184410856
abovefi,abovefiles
passagewa,passageways
153727843553986244015856488692,1537278435539862440158564886921016447816
2564408684774976750899916415350216,2564408684774976750899916415350216022396
663353633190,6633536331900413433284434763006798202371
72790256700592585443102770463,7279025670059258544310277046369110988005
931053144471668,9310531444716688351829205143436092924931
669313457528401187374685469,6693134575284011873746854691620648991164
49812705271398407720,4981270527139840772099570723622700924506
intrica,intricacies
_abolition,_abolition_
00,000
7833151,7833151318675891566830067921021594733685
20441021347900345984,2044102134790034598411927024921557026873
393757718599163351121634410379104,3937577185991633511216344103791045184501
04,0489585867174798546677575732056812884592
greystok,greystoke
69995875921,6999587592181529761248240911695158778996
48466,4846661327990825430544929552859493279381
88439087887926218820,8843908788792621882023055299371323971943
mamm,mammon
08,0817386959755176083877600277517253037133
61443,6144369564690909518788574398821730583884
5741623973885201620238478425,5741623973885201620238478425616351259716
5188169480,5188169480322100251542649463981287367765
2344049394502115,2344049394502115428867244188717409524554
plethor,plethora
23272695032838273912,2327269503283827391243828198170871168108
255514129178503032471263418076525187,2555141291785030324712634180765251878029
2436739840284188639147633491695114032,2436739840284188639147633491695114032583
85409,8540917878668826947602781853283155445565
050036075883272488,0500360758832724886787932409338007186415
bank,banks
719968940722338474045425923166,7199689407223384740454259231663978160820
346037768729236001386569593952300768,3460377687292360013865695939523007680913
8152696649100685,8152696649100685875926556605675629633614
7786984177356031181116775638725899,7786984177356031181116775638725899115168
bang,banged
86318635,8631863528708379984569261998179452336408
291093993103773425910592303277652667641,2910939931037734259105923032776526676418
952036335619947691937965065,9520363356199476919379650650168087102507
twinkli,twinkling
mame,mamelukes
11,111
teiresia,teiresias
15,1500
adversar,adversary
6302014,6302014417879820221162484716574682911463
5146417007698930562016350219,5146417007698930562016350219269265316659
mall,mallet
19,1992
intersperse,interspersed
beneficenc,beneficence
balm,balminess
8542441280599762850548891,8542441280599762850548891309833176188498
2204107,2204107059927888926774575208428752637798
6730360561230710723,6730360561230710723922581504781379172731
seein,seeing
5572508814779,5572508814779223151974778060569672538017
tearles,tearless
22,222
922764,9227643289360535947903046811114130586348
771891079352432343,7718910793524323432276178771256825112648
95837634534266342094621,9583763453426634209462144266724539871710
010642769859623260,0106427698596232604018637335728466795312
26,2636
latitude,latitudes
23411695017455023605054758240,2341169501745502360505475824093175657701
666674827426,6666748274269259686864337319165487177501
99390496682211276,9939049668221127681583165112468664511673
2234388541231794813,2234388541231794813885500756893811249353
03540212340784981933,0354021234078498193343210681701210056278
292159864049332464810407730766,2921598640493324648104077307661169160558
4818176786777215279827025011719581,4818176786777215279827025011719581657760
5755129889483479742332285450414,5755129889483479742332285450414052735423
4631855976580561717446840,4631855976580561717446840450048285353396
33,3336426719196899284953456104571933866522
82911738542735797154157943689,8291173854273579715415794368949106375974
stat,states
expression,expressions
37,3719869591645186943232424640440167238197
755961031676965,7559610316769658716128195191966889332664
stap,staple
mann,manner
992181741359662904357290033429526059,9921817413596629043572900334295260595630
8910870164270169014007825748311598,8910870164270169014007825748311598976330
624201593507,6242015935078520825600604101556889899501
1448724413813849763797102676020,1448724413813849763797102676020845531824
99390496682211276815,9939049668221127681583165112468664511673
819384906065344040439049098,8193849060653440404390490986412690347926
182851675113581714726258285969407985185,1828516751135817147262582859694079851857
85427,8542735985913041306918279258584509440150
stal,stalwart
732554337298073561699861101908472096600,7325543372980735616998611019084720966007
160108012182759825774,1601080121827598257747765239385915916506
40,4000
2n,2nd
6614623850633127072987745,6614623850633127072987745618984384288764
manf,manfully
44,443
unspecia,unspecialized
numberi,numbering
48426,4842612678421779772826898973500795450583
48,480
613574914318259142479829367775490,6135749143182591424798293677754904963993
518404451704270189381994243410,5184044517042701893819942434100905753762
9018076406042138307308774460170842,9018076406042138307308774460170842688272
baro,barouches
8064990845917962030569156680,8064990845917962030569156680618082658692
bark,barking
66415954,6641595493886838364118914304437677154980
43876899787023234385843811250,4387689978702323438584381125011714013265
speck,specked
barg,bargain
51,510
151254186648853961615420551,1512541866488539616154205515237500042679
0845358039740277,0845358039740277795072051893487170722955
6325139266942,6325139266942494856923209045968977756767
55,555
4909373809333940744557008420,4909373809333940744557008420901559038534
125746793,1257467939781491953642874321122421579851
59,596
50143455889707,5014345588970719425863987727547109629537
mapp,mapple
34573015,3457301533364263076798544338576171533346
7913465443,7913465443931965254154829494577875758599
835156786889,8351567868893421148203905824224324264643
049370515073677646,0493705150736776462984497168212199419827
20832348471084717061608,2083234847108471706160879195227388252347
3507082526004682,3507082526004682124282043436724582447885
enshr,enshrouded
6106980464697394245117979990487549,6106980464697394245117979990487549514220
73842517229343960137212406286783636,7384251722934396013721240628678363667584
379399075,3793990752166069238053369887956513728559
62,6221541
4132037622586245822478469666978594,4132037622586245822478469666978594791498
4t,4th
66,6634838358967034091155130878201387234947
38289373215312818797541139219415606,3828937321531281879754113921941560663162
14484495538977286966010378415,1448449553897728696601037841520390662890
maso,mason
daska,daskam
8451512028339664054,8451512028339664054749694634398628829195
hospitabl,hospitably
mass,massachusetts
165514,1655144286432049552568385430792542999093
89671576677263196,8967157667726319644252493194180647242378
bast,bastion
admis,admission
masc,masculine
545504847,5455048471107874290549987060037398311376
601496764555010365397125113858,6014967645550103653971251138583505085112
misguid,misguided
4598376457122576461226056281,4598376457122576461226056281278521695808
73,7363
259569032886928291260139267587,2595690328869282912601392675878582847655
bate,bated
mask,masked
65022810327762115842282433269528,6502281032776211584228243326952862913766
77,7792952824679543730226347249535946630023
23984687254513063505,2398468725451306350506984981006205514844
stet,stetson
marr,marriage
566945938131183843765620627,5669459381311838437656206278463104903462
78420483105749330060197958207739558522,7842048310574933006019795820773955852280
marv,marvel
60527260599443204430562745,6052726059944320443056274522916128891766
statelin,stateliness
599618697297565,5996186972975658897874108218942233734454
lauterba,lauterbach
marb,marble
80,809
dumbf,dumbfounded
745518893385181791667579054,7455188933851817916675790542104210363493
411052284546583567,4110522845465835679362969619219080897536
step,steps
bash,bashee
74627769759612488,7462776975961248887944860986334942285284
84,84116
766714472731425446792350052461,7667144727314254467923500524618849237455
numbere,numbered
442936451428617158587339746791897571,4429364514286171585873397467918975712119
88,882208
shuttl,shuttle
trenc,trench
557250881477922315197477806056967253801,5572508814779223151974778060569672538017
atrociou,atrocious
105120731384664871754751838297999018931,1051207313846648717547518382979990189317
